teamName,urlName,headshotUrl,scorerId,upcomingEventStatusId,rank,teamLogo,posIdsNoFlex,defaultPosId,posShortNames,team,rookie,minorsEligible,posIds,teamId,name,teamShortName,shortName,next_match,fpts,fpts_per_game,statusId
Leeds United,anton-stach,https://fantraximg.com/assets/images/logos/sportsteam/epl/Leeds_United2.png,06zbx,,13,True,['702'],702,M,False,False,False,['702'],110261,Anton Stach,LEE,A. Stach,@CHE<br/>Tue 2:30PM,245.5,11.69,
Everton,james-garner,https://fantraximg.com/assets/images/logos/sportsteam/epl/Everton.png,04spw,2,14,True,['702'],702,M,False,False,False,['702'],110050,James Garner,EVE,J. Garner,BOU<br/>Tue 2:30PM,242.5,9.7,
Nottingham Forest,elliot-anderson,https://fantraximg.com/assets/images/logos/sportsteam/epl/Nottingham_Forest.png,05opj,2,15,True,['702'],702,M,False,False,False,['702'],110105,Elliot Anderson,NOT,E. Anderson,WOL<br/>Wed 2:30PM,241,9.64,
Arsenal,jurrien-timber,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,06dmj,2,16,True,['703'],703,D,False,False,False,['703'],110000,Jurrien Timber,ARS,J. Timber,@BRF Thu<br/>3:00PM<br/>@WOL Wed3:00PM,239.25,9.97,
Sunderland,nordi-mukiele,https://fantraximg.com/assets/images/logos/sportsteam/epl/Sunderland.png,0703c,2,17,True,['703'],703,D,False,False,False,['703'],110141,Nordi Mukiele,SUN,N. Mukiele,LIV<br/>Wed 3:15PM,239,10.39,
Sunderland,robin-roefs,https://fantraximg.com/assets/images/logos/sportsteam/epl/Sunderland.png,06znb,2,18,True,['704'],704,G,False,False,False,['704'],110141,Robin Roefs,SUN,R. Roefs,LIV<br/>Wed 3:15PM,238.5,9.54,
Arsenal,gabriel-dos-santos-magalhaes,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,05nzu,2,19,True,['703'],703,D,False,False,False,['703'],110000,Gabriel Magalhaes,ARS,Gabriel Magalhaes,@BRF Thu<br/>3:00PM<br/>@WOL Wed3:00PM,236.75,12.46,
Brighton,yankuba-minteh,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brighton_and_Hove_Albion.png,06c6g,2,20,True,['702'],701,M,False,False,False,['702'],110240,Yankuba Minteh,BHA,Y. Minteh,@AVL<br/>Wed 2:30PM,234.5,10.2,
West Ham United,jarrod-bowen,https://fantraximg.com/assets/images/logos/sportsteam/epl/West_Ham_United.png,046c5,2,21,True,['701'],701,F,False,False,False,['701'],110175,Jarrod Bowen,WHU,J. Bowen,MUN<br/>Tue 3:15PM,233,9.32,
Fulham,harry-wilson,https://fantraximg.com/assets/images/logos/sportsteam/epl/Fulham.png,03rxs,2,22,True,['702'],701,M,False,False,False,['702'],110063,Harry Wilson,FUL,H. Wilson,@MCI<br/>Wed 2:30PM,230,9.58,
Manchester City,jeremy-doku,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,06fup,,23,True,['702'],701,M,False,False,False,['702'],110080,Jeremy Doku,MCI,J. Doku,FUL<br/>Wed 2:30PM,229.5,11.47,
Manchester United,bryan-mbeumo,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_United.png,05trb,2,24,True,['701'],701,F,False,False,False,['701'],110090,Bryan Mbeumo,MUN,B. Mbeumo,@WHU<br/>Tue 3:15PM,229,11.45,
Manchester City,marc-guehi,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,050jq,2,25,True,['703'],703,D,False,False,False,['703'],110080,Marc Guehi,MCI,M. Guehi,FUL<br/>Wed 2:30PM,228.5,9.93,
Chelsea,pedro-lomba-neto,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,056iy,,26,True,['701'],701,F,False,False,False,['701'],110040,Pedro Neto,CHE,Pedro Neto,LEE<br/>Tue 2:30PM,223,8.92,
Liverpool,florian-wirtz,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,06v21,2,27,True,['702'],702,M,False,False,False,['702'],110070,Florian Wirtz,LIV,F. Wirtz,@SUN<br/>Wed 3:15PM,222.5,9.27,
Manchester City,phil-foden,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,04abb,2,28,True,['702'],702,M,False,False,False,['702'],110080,Phil Foden,MCI,P. Foden,FUL<br/>Wed 2:30PM,218.5,9.93,
Chelsea,reece-james,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,051k7,,29,True,['703'],703,D,False,False,False,['703'],110040,Reece James,CHE,R. James,LEE<br/>Tue 2:30PM,218,9.48,
Nottingham Forest,morgan-gibbs-white,https://fantraximg.com/assets/images/logos/sportsteam/epl/Nottingham_Forest.png,04qr9,2,30,True,['702'],702,M,False,False,False,['702'],110105,Morgan Gibbs-White,NOT,M. Gibbs-White,WOL<br/>Wed 2:30PM,214,8.56,
Liverpool,cody-gakpo,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,067yv,2,31,True,['701'],701,F,False,False,False,['701'],110070,Cody Gakpo,LIV,C. Gakpo,@SUN<br/>Wed 3:15PM,213.5,9.28,
Crystal Palace,maxence-lacroix,https://fantraximg.com/assets/images/logos/sportsteam/epl/Crystal_Palace.png,06pia,2,32,True,['703'],703,D,False,False,False,['703'],110045,Maxence Lacroix,CRY,M. Lacroix,BUR<br/>Wed 2:30PM,212.5,8.5,
Bournemouth,marcos-senesi,https://fantraximg.com/assets/images/logos/sportsteam/epl/Bournemouth.png,063e7,2,33,True,['703'],703,D,False,False,False,['703'],110034,Marcos Senesi,BOU,M. Senesi,@EVE<br/>Tue 2:30PM,211.75,8.82,
Brentford,kevin-schade,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,067zv,,35,True,['701'],702,F,False,False,False,['701'],110237,Kevin Schade,BRF,K. Schade,ARS<br/>Thu 3:00PM,210.5,9.15,
Leeds United,dominic-calvert-lewin,https://fantraximg.com/assets/images/logos/sportsteam/epl/Leeds_United2.png,049tq,2,34,True,['701'],701,F,False,False,False,['701'],110261,Dominic Calvert-Lewin,LEE,D. Calvert-Lewin,@CHE<br/>Tue 2:30PM,210.5,9.15,
Liverpool,virgil-van-dijk,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,03vlj,2,36,True,['703'],703,D,False,False,False,['703'],110070,Virgil van Dijk,LIV,V. van Dijk,@SUN<br/>Wed 3:15PM,209.5,8.38,
Manchester City,matheus-luiz-nunes,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,063zi,2,37,True,['703'],702,D,False,False,False,['703'],110080,Matheus Nunes,MCI,Matheus Nunes,FUL<br/>Wed 2:30PM,208.75,9.49,
Manchester United,matheus-santos-carneiro-da-cunha,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_United.png,067yz,2,38,True,['701'],701,F,False,False,False,['701'],110090,Matheus Cunha,MUN,Matheus Cunha,@WHU<br/>Tue 3:15PM,208,9.45,
Manchester City,rayan-cherki,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,06v07,2,39,True,['702'],702,M,False,False,False,['702'],110080,Rayan Cherki,MCI,R. Cherki,FUL<br/>Wed 2:30PM,206,10.3,
Liverpool,hugo-ekitike,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,06zbz,2,40,True,['701'],701,F,False,False,False,['701'],110070,Hugo Ekitiké,LIV,H. Ekitiké,@SUN<br/>Wed 3:15PM,205.5,9.34,
Chelsea,robert-sanchez,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,04yme,2,41,True,['704'],704,G,False,False,False,['704'],110040,Robert Sanchez,CHE,R. Sanchez,LEE<br/>Tue 2:30PM,204.5,8.52,
Sunderland,danny-ballard,https://fantraximg.com/assets/images/logos/sportsteam/epl/Sunderland.png,05nns,2,42,True,['703'],703,D,False,False,False,['703'],110141,Danny Ballard,SUN,D. Ballard,LIV<br/>Wed 3:15PM,202.25,9.63,
Crystal Palace,daniel-munoz,https://fantraximg.com/assets/images/logos/sportsteam/epl/Crystal_Palace.png,06jgi,2,44,True,['703'],703,D,False,False,False,['703'],110045,Daniel Munoz,CRY,D. Munoz,BUR<br/>Wed 2:30PM,201,11.82,
Manchester United,carlos-henrique-casimiro,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_United.png,0642l,2,43,True,['702'],702,M,False,False,False,['702'],110090,Casemiro,MUN,Casemiro,@WHU<br/>Tue 3:15PM,201,8.74,
Liverpool,ryan-gravenberch,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,06fxe,2,45,True,['702'],702,M,False,False,False,['702'],110070,Ryan Gravenberch,LIV,R. Gravenberch,@SUN<br/>Wed 3:15PM,200.5,8.72,
Chelsea,trevoh-chalobah,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,04mup,2,46,True,['703'],703,D,False,False,False,['703'],110040,Trevoh Chalobah,CHE,T. Chalobah,LEE<br/>Tue 2:30PM,199.5,8.31,
Fulham,raul-jimenez,https://fantraximg.com/assets/images/logos/sportsteam/epl/Fulham.png,04qrc,2,47,True,['701'],701,F,False,False,False,['701'],110063,Raul Jimenez,FUL,R. Jimenez,@MCI<br/>Wed 2:30PM,199,8.29,
Chelsea,marc-cucurella,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,05w9i,2,48,True,['703'],703,D,False,False,False,['703'],110040,Marc Cucurella,CHE,M. Cucurella,LEE<br/>Tue 2:30PM,198.5,8.63,
West Ham United,mateus-goncalo-espanha-fernandes,https://fantraximg.com/assets/images/logos/sportsteam/epl/West_Ham_United.png,06pe1,2,49,True,['702'],702,M,False,False,False,['702'],110175,Mateus Goncalo Espanha Fernandes,WHU,M. Espanha Fernandes,MUN<br/>Tue 3:15PM,197,8.57,
Sunderland,enzo-le-fee,https://fantraximg.com/assets/images/logos/sportsteam/epl/Sunderland.png,06v0p,2,50,True,['702'],702,M,False,False,False,['702'],110141,Enzo Le Fée,SUN,E. Le Fée,LIV<br/>Wed 3:15PM,195.5,8.15,
Everton,jake-obrien,https://fantraximg.com/assets/images/logos/sportsteam/epl/Everton.png,062oh,2,52,True,['703'],703,D,False,False,False,['703'],110050,Jake O'Brien,EVE,J. O'Brien,BOU<br/>Tue 2:30PM,195.25,7.81,
Manchester United,patrick-dorgu,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_United.png,06rlj,,51,True,['703'],703,D,False,False,False,['703'],110090,Patrick Dorgu,MUN,P. Dorgu,@WHU<br/>Tue 3:15PM,195.25,8.88,
Manchester United,amad-diallo,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_United.png,05r34,2,53,True,['702'],701,M,False,False,False,['702'],110090,Amad Diallo,MUN,A. Diallo,@WHU<br/>Tue 3:15PM,194.5,10.24,
Everton,jack-grealish,https://fantraximg.com/assets/images/logos/sportsteam/epl/Everton.png,02lm7,,54,True,['702'],702,M,False,False,False,['702'],110050,Jack Grealish,EVE,J. Grealish,BOU<br/>Tue 2:30PM,193,9.65,
Leeds United,brenden-aaronson,https://fantraximg.com/assets/images/logos/sportsteam/epl/Leeds_United2.png,061vp,2,55,True,['702'],702,M,False,False,False,['702'],110261,Brenden Aaronson,LEE,B. Aaronson,@CHE<br/>Tue 2:30PM,192,8,
Bournemouth,marcus-tavernier,https://fantraximg.com/assets/images/logos/sportsteam/epl/Bournemouth.png,0639x,,57,True,['702'],702,M,False,False,False,['702'],110034,Marcus Tavernier,BOU,M. Tavernier,@EVE<br/>Tue 2:30PM,191.5,8.7,
Everton,michael-keane,https://fantraximg.com/assets/images/logos/sportsteam/epl/Everton.png,0327r,,56,True,['703'],703,D,False,False,False,['703'],110050,Michael Keane,EVE,M. Keane,BOU<br/>Tue 2:30PM,191.5,9.12,
Crystal Palace,chris-richards,https://fantraximg.com/assets/images/logos/sportsteam/epl/Crystal_Palace.png,0635j,2,58,True,['703'],703,D,False,False,False,['703'],110045,Chris Richards,CRY,C. Richards,BUR<br/>Wed 2:30PM,191,9.1,
Tottenham Hotspur,mohammed-kudus,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,06fv8,,59,True,['702'],702,M,False,False,False,['702'],110160,Mohammed Kudus,TOT,M. Kudus,NEW<br/>Tue 2:30PM,190.5,10.03,
Tottenham Hotspur,pedro-porro,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,05n07,,60,True,['703'],703,D,False,False,False,['703'],110160,Pedro Porro,TOT,P. Porro,NEW<br/>Tue 2:30PM,190,8.26,
Aston Villa,matty-cash,https://fantraximg.com/assets/images/logos/sportsteam/epl/Aston_Villa.png,05o4b,2,61,True,['703'],703,D,False,False,False,['703'],110011,Matty Cash,AVL,M. Cash,BHA<br/>Wed 2:30PM,189.25,7.89,
Sunderland,granit-xhaka,https://fantraximg.com/assets/images/logos/sportsteam/epl/Sunderland.png,0435m,,62,True,['702'],702,M,False,False,False,['702'],110141,Granit Xhaka,SUN,G. Xhaka,LIV<br/>Wed 3:15PM,188.5,8.57,
Arsenal,martin-zubimendi,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,06y9z,2,63,True,['702'],702,M,False,False,False,['702'],110000,Martin Zubimendi,ARS,M. Zubimendi,@BRF Thu<br/>3:00PM<br/>@WOL Wed3:00PM,188,7.52,
Arsenal,leandro-trossard,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,0520r,,64,True,['702'],701,M,False,False,False,['702'],110000,Leandro Trossard,ARS,L. Trossard,@BRF Thu<br/>3:00PM<br/>@WOL Wed3:00PM,187,8.9,
Everton,jordan-pickford,https://fantraximg.com/assets/images/logos/sportsteam/epl/Everton.png,032f9,2,65,True,['704'],704,G,False,False,False,['704'],110050,Jordan Pickford,EVE,J. Pickford,BOU<br/>Tue 2:30PM,185,7.4,
Liverpool,mohamed-salah-ghaly,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,03aqp,2,66,True,['701'],701,F,False,False,False,['701'],110070,Mohamed Salah,LIV,Mohamed Salah,@SUN<br/>Wed 3:15PM,184.5,10.85,
Arsenal,david-raya,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,05tqx,2,67,True,['704'],704,G,False,False,False,['704'],110000,David Raya,ARS,D. Raya,@BRF Thu<br/>3:00PM<br/>@WOL Wed3:00PM,183.75,7.35,
Manchester United,jose-diogo-dalot-teixeira,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_United.png,04qfz,2,68,True,['703'],703,D,False,False,False,['703'],110090,Diogo Dalot,MUN,Diogo Dalot,@WHU<br/>Tue 3:15PM,183.5,7.98,
Aston Villa,emiliano-martinez,https://fantraximg.com/assets/images/logos/sportsteam/epl/Aston_Villa.png,02lz0,2,69,True,['704'],704,G,False,False,False,['704'],110011,Emiliano Martinez,AVL,E. Martinez,BHA<br/>Wed 2:30PM,183.25,8.73,
Aston Villa,ollie-watkins,https://fantraximg.com/assets/images/logos/sportsteam/epl/Aston_Villa.png,05ocl,2,70,True,['701'],701,F,False,False,False,['701'],110011,Ollie Watkins,AVL,O. Watkins,BHA<br/>Wed 2:30PM,183,7.62,
Crystal Palace,dean-henderson,https://fantraximg.com/assets/images/logos/sportsteam/epl/Crystal_Palace.png,03yww,2,71,True,['704'],704,G,False,False,False,['704'],110045,Dean Henderson,CRY,D. Henderson,BUR<br/>Wed 2:30PM,181.5,7.26,
Brighton,jan-paul-van-hecke,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brighton_and_Hove_Albion.png,05oh0,,72,True,['703'],703,D,False,False,False,['703'],110240,Jan-Paul van Hecke,BHA,J. van Hecke,@AVL<br/>Wed 2:30PM,181.25,7.88,
Tottenham Hotspur,cristian-romero,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,05uoc,,73,True,['703'],703,D,False,False,False,['703'],110160,Cristian Romero,TOT,C. Romero,NEW<br/>Tue 2:30PM,180,8.57,
Liverpool,ibrahima-konate,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,05u7f,2,74,True,['703'],703,D,False,False,False,['703'],110070,Ibrahima Konate,LIV,I. Konate,@SUN<br/>Wed 3:15PM,178.25,7.43,
Nottingham Forest,neco-williams,https://fantraximg.com/assets/images/logos/sportsteam/epl/Nottingham_Forest.png,05a6e,2,75,True,['703'],703,D,False,False,False,['703'],110105,Neco Williams,NOT,N. Williams,WOL<br/>Wed 2:30PM,177.25,7.39,
Crystal Palace,jean-philippe-mateta,https://fantraximg.com/assets/images/logos/sportsteam/epl/Crystal_Palace.png,05r8o,,77,True,['701'],701,F,False,False,False,['701'],110045,Jean-Philippe Mateta,CRY,J. Mateta,BUR<br/>Wed 2:30PM,176.5,7.67,
Brentford,nathan-collins,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,05u1m,,76,True,['703'],703,D,False,False,False,['703'],110237,Nathan Collins,BRF,N. Collins,ARS<br/>Thu 3:00PM,176.5,7.35,
Sunderland,omar-alderete,https://fantraximg.com/assets/images/logos/sportsteam/epl/Sunderland.png,0700t,2,78,True,['703'],703,D,False,False,False,['703'],110141,Omar Alderete,SUN,O. Alderete,LIV<br/>Wed 3:15PM,175.25,8.35,
Burnley,martin-dubravka,https://fantraximg.com/assets/images/logos/sportsteam/epl/Burnley_3.png,04mr4,2,79,True,['704'],704,G,False,False,False,['704'],110223,Martin Dubravka,BUR,M. Dubravka,@CRY<br/>Wed 2:30PM,175,7,
Brentford,caoimhin-kelleher,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,045ob,2,80,True,['704'],704,G,False,False,False,['704'],110237,Caoimhin Kelleher,BRF,C. Kelleher,ARS<br/>Thu 3:00PM,174.75,6.99,
Manchester City,ruben-santos-gato-alves-dias,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,05omu,2,81,True,['703'],703,D,False,False,False,['703'],110080,Ruben Dias,MCI,Ruben Dias,FUL<br/>Wed 2:30PM,173.75,8.27,
Everton,iliman-ndiaye,https://fantraximg.com/assets/images/logos/sportsteam/epl/Everton.png,05r94,2,82,True,['702'],701,M,False,False,False,['702'],110050,Iliman Ndiaye,EVE,I. Ndiaye,BOU<br/>Tue 2:30PM,172.5,9.08,
Newcastle United,malick-thiaw,https://fantraximg.com/assets/images/logos/sportsteam/epl/Newcastle_United.png,0700p,2,83,True,['703'],703,D,False,False,False,['703'],110101,Malick Thiaw,NEW,M. Thiaw,@TOT<br/>Tue 2:30PM,172.5,7.84,
Brentford,michael-kayode,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,06rgg,2,84,True,['703'],703,D,False,False,False,['703'],110237,Michael Kayode,BRF,M. Kayode,ARS<br/>Thu 3:00PM,172.25,6.89,
Newcastle United,nick-pope,https://fantraximg.com/assets/images/logos/sportsteam/epl/Newcastle_United.png,044ei,2,86,True,['704'],704,G,False,False,False,['704'],110101,Nick Pope,NEW,N. Pope,@TOT<br/>Tue 2:30PM,170,8.95,
Brentford,dango-ouattara,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,068lx,2,85,True,['702'],701,M,False,False,False,['702'],110237,Dango Ouattara,BRF,D. Ouattara,ARS<br/>Thu 3:00PM,170,8.95,
Manchester City,gianluigi-donnarumma,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,070hs,2,87,True,['704'],704,G,False,False,False,['704'],110080,Gianluigi Donnarumma,MCI,G. Donnarumma,FUL<br/>Wed 2:30PM,169,7.68,
Arsenal,riccardo-calafiori,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,06nu7,,88,True,['703'],703,D,False,False,False,['703'],110000,Riccardo Calafiori,ARS,R. Calafiori,@BRF Thu<br/>3:00PM<br/>@WOL Wed3:00PM,168.75,9.38,
Crystal Palace,tyrick-mitchell,https://fantraximg.com/assets/images/logos/sportsteam/epl/Crystal_Palace.png,05akv,2,89,True,['703'],703,D,False,False,False,['703'],110045,Tyrick Mitchell,CRY,T. Mitchell,BUR<br/>Wed 2:30PM,167.25,6.69,
Tottenham Hotspur,guglielmo-vicario,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,06cmb,2,90,True,['704'],704,G,False,False,False,['704'],110160,Guglielmo Vicario,TOT,G. Vicario,NEW<br/>Tue 2:30PM,166,6.64,
West Ham United,lucas-tolentino-coelho-de-lima,https://fantraximg.com/assets/images/logos/sportsteam/epl/West_Ham_United.png,0647t,,91,True,['702'],702,M,False,False,False,['702'],110175,Lucas Paqueta,WHU,Lucas Paqueta,MUN<br/>Tue 3:15PM,163.5,9.08,
Burnley,jaidon-anthony,https://fantraximg.com/assets/images/logos/sportsteam/epl/Burnley_3.png,061vk,,92,True,['701'],701,F,False,False,False,['701'],110223,Jaidon Anthony,BUR,J. Anthony,@CRY<br/>Wed 2:30PM,162.5,6.77,
Bournemouth,adrien-truffert,https://fantraximg.com/assets/images/logos/sportsteam/epl/Bournemouth.png,06uyc,2,93,True,['703'],703,D,False,False,False,['703'],110034,Adrien Truffert,BOU,A. Truffert,@EVE<br/>Tue 2:30PM,161.5,6.46,
Bournemouth,francisco-evanilson-de-lima-barbosa,https://fantraximg.com/assets/images/logos/sportsteam/epl/Bournemouth.png,06p6j,2,95,True,['701'],701,F,False,False,False,['701'],110034,Evanilson,BOU,Evanilson,@EVE<br/>Tue 2:30PM,161,7,
Tottenham Hotspur,richarlison-de-andrade,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,04io4,,94,True,['701'],701,F,False,False,False,['701'],110160,Richarlison,TOT,Richarlison,NEW<br/>Tue 2:30PM,161,7.67,
Everton,kiernan-dewsbury-hall,https://fantraximg.com/assets/images/logos/sportsteam/epl/Everton.png,05gcc,2,96,True,['702'],702,M,False,False,False,['702'],110050,Kiernan Dewsbury-Hall,EVE,K. Dewsbury-Hall,BOU<br/>Tue 2:30PM,159,8.83,
Chelsea,moises-caicedo,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,05rb8,2,97,True,['702'],702,M,False,False,False,['702'],110040,Moises Caicedo,CHE,M. Caicedo,LEE<br/>Tue 2:30PM,158,7.9,
Sunderland,trai-hume,https://fantraximg.com/assets/images/logos/sportsteam/epl/Sunderland.png,06v0g,2,98,True,['703'],703,D,False,False,False,['703'],110141,Trai Hume,SUN,T. Hume,LIV<br/>Wed 3:15PM,154,6.16,
Brighton,yasin-ayari,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brighton_and_Hove_Albion.png,068yc,,99,True,['702'],702,M,False,False,False,['702'],110240,Yasin Ayari,BHA,Y. Ayari,@AVL<br/>Wed 2:30PM,153,7.29,
Brentford,mikkel-damsgaard,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,063q8,,100,True,['702'],702,M,False,False,False,['702'],110237,Mikkel Damsgaard,BRF,M. Damsgaard,ARS<br/>Thu 3:00PM,152.5,7.26,
Aston Villa,lucas-digne,https://fantraximg.com/assets/images/logos/sportsteam/epl/Aston_Villa.png,04tm0,,101,True,['703'],703,D,False,False,False,['703'],110011,Lucas Digne,AVL,L. Digne,BHA<br/>Wed 2:30PM,152,6.61,
Bournemouth,alex-scott,https://fantraximg.com/assets/images/logos/sportsteam/epl/Bournemouth.png,06f8y,2,102,True,['702'],702,M,False,False,False,['702'],110034,Alex Scott,BOU,A. Scott,@EVE<br/>Tue 2:30PM,152,6.08,
West Ham United,crysencio-summerville,https://fantraximg.com/assets/images/logos/sportsteam/epl/West_Ham_United.png,05rl4,2,103,True,['702'],701,M,False,False,False,['702'],110175,Crysencio Summerville,WHU,C. Summerville,MUN<br/>Tue 3:15PM,151.5,7.58,
Bournemouth,djordje-petrovic,https://fantraximg.com/assets/images/logos/sportsteam/epl/Bournemouth.png,06fuw,2,104,True,['704'],704,G,False,False,False,['704'],110034,Djordje Petrovic,BOU,D. Petrovic,@EVE<br/>Tue 2:30PM,150.75,6.03,
Crystal Palace,yeremy-pino,https://fantraximg.com/assets/images/logos/sportsteam/epl/Crystal_Palace.png,070f9,,105,True,['702'],702,M,False,False,False,['702'],110045,Yeremy Pino,CRY,Y. Pino,BUR<br/>Wed 2:30PM,150.5,6.54,
